Title,DOI,Sample Name,Main Transition Metal Type,Relative Atomic Mass,Atomic Number,Ionization Potential,Electronegativity,Electronic Afiinity,Number of d electrons,Covalent Radius,Second Transition Metal Type,Carbon Material Type,ZIF or MOF Derived,Hard or Soft Templated,Graphene/Carbon Nanosheets or other 2D Structures,Polymer Derived,Carbon Nanofiber/Nanotubes,Carbon Black Derived,Biomass or other Organic Derived,Main Transition Metal Content (wt. %),Second Transition Metal Content (wt. %),Nitrogen Cotent (wt. %),Metal-N Coordination Number (XAS),O Content (wt. %),C Content (wt. %),Pyridinic N Ratio,Pyrrolic N Ratio,Graphitic N Ratio,Oxidized N Ratio,Raman ID/IG Ratio,BET Surface Area (m2/g),Acid Wash,Pyrolysis Temperature (～C),Pyrolysis Time (h),Rising Rate (～C min-1),Product,Electrolyte,Flow Cell/H-type Cell,Electrolyte Concentration (M),Catalyst Loading (mg cm-2),Nafion Membrane,Nafion Membrane Thickness (米m),Electrode Substrate Type,Carbon Paper/Glassy Carbon,Electrode Area cm2,lsv speed (mV/s),Electrolyte pH,FE of Product (CO) at -0.2V (vs.RHE),FE of Product (CO) at -0.3V (vs.RHE),FE of Product (CO) at -0.4V (vs.RHE),FE of Product (CO) at -0.5V (vs.RHE),FE of Product (CO) at -0.6V (vs.RHE),FE of Product (CO) at -0.7V (vs.RHE),FE of Product (CO) at -0.8V (vs.RHE),FE of Product (CO) at -0.9V (vs.RHE),FE of Product (CO) at -1V (vs.RHE),FE of Product (CO) at -1.1V (vs.RHE),FE of Product (CO) at -1.2V (vs.RHE),Partial Current Censity (CO) at -0.2V (vs.RHE),Partial Current Censity (CO) at -0.3V (vs.RHE),Partial Current Censity (CO) at -0.4V (vs.RHE),Partial Current Censity (CO) at -0.5V (vs.RHE),Partial Current Censity (CO) at -0.6V (vs.RHE),Partial Current Censity (CO) at -0.7V (vs.RHE),Partial Current Censity (CO) at -0.8V (vs.RHE),Partial Current Censity (CO) at -0.9V (vs.RHE),Partial Current Censity (CO) at -1.0V (vs.RHE),Partial Current Censity (CO) at -1.1V (vs.RHE),Partial Current Censity (CO) at -1.2V (vs.RHE),Potential for Maximum FE of Product (CO) (vs.RHE),"corresponding overpotential (eV) 灰=E-Eo,COㄛ-0.11 eVㄛFormateㄛ-0.011",Overpotential (V),Maximum FE,Partial Current Density at Maximum FE (mA/cm2),Long-term durability(hㄘ,Long-term durability=FE decrease%/奀潔ㄗhㄘ,TOF Reported (h-1),Tafel Slope
"Achieving efficient electroreduction CO2 to CO in a wide potential range
over pitch-derived ordered mesoporous carbon with engineered Ni-N sites",10.1016/j.jcou.2020.01.020,Ni-NOMC,Ni,58.693,28,7.61,1.91,111.54,8,121,none,SBA-15 templated mesoporous carbon,0,1,0,0,0,0,0,2.61,0,3.06,4,,,44.2,30.3,20.2,5.1,0.96,545,1,900,2,5,CO,KHCO3,0,0.1,0.48,nafion 117,177.8,carbon paper,1,1,,6.8,,,,14.49637,59.67897,84.74667,90.59665,92.80395,92.91083,91.37378,90.26527,,,,0.24301,1.09752,4.50562,9.49356,14.85908,19.71786,24.27855,29.5149,-0.9,-0.79,0.79,92.80395,14.85908,,,1224,116
"Achieving efficient electroreduction CO2 to CO in a wide potential range
over pitch-derived ordered mesoporous carbon with engineered Ni-N sites",10.1016/j.jcou.2020.01.020,NOMC,none,0,0,0,0,0,0,0,none,SBA-15 templated mesoporous carbon,0,1,0,0,0,0,0,0,0,2.18,0,,,24.2,54.4,17.6,3.8,1.1,556,1,900,2,5,CO,KHCO3,0,0.1,0.48,nafion 117,177.8,carbon paper,1,1,,6.8,,,,6.8188,26.36932,50.28268,62.38292,62.90798,52.84735,33.8397,20.68214,,,,0.20326,0.37218,0.11384,0.33243,0.54109,0.67026,1.09752,1.35586,-0.9,-0.79,0.79,62.90798,0.54109,,,,295
"Achieving efficient electroreduction CO2 to CO in a wide potential range
over pitch-derived ordered mesoporous carbon with engineered Ni-N sites",10.1016/j.jcou.2020.01.020,Ni-NC,Ni,58.693,28,7.61,1.91,111.54,8,121,none,SBA-15 templated mesoporous carbon,0,1,0,0,0,0,0,2.61,0,3.04,4,,,36.9,23.8,29.2,11.1,1,259,1,900,2,5,CO,KHCO3,0,0.1,0.48,nafion 117,177.8,carbon paper,1,1,,6.8,,,,4.81922,13.16521,15.8074,18.93298,24.51828,22.61461,20.27904,19.19928,,,,0.16352,0.24301,0.58084,2.28985,3.94919,5.14153,5.19121,4.8037,-0.9,-0.79,0.79,24.51828,3.94919,,,77.29,140
"Achieving Highly Efficient, Selective and Stable CO2 Reduction 
 on Nitrogen Doped Carbon Nanotubes",10.1021/acsnano.5b01079,NCNTs,none,0,0,0,0,0,0,0,none,carbon nanotube,0,0,0,0,1,0,0,0,0,5,0,,,30,23,47,0,0.87,,0,850,,,CO,KHCO3,0,0.1,0.5,nafion 212,50,carbon paper,1,3.8,50,6.8,,,,0.01,3.43791,47.57863,77.15608,68.0142,60.60874,46.81142,24.01591,,,,,0.01796,0.31585,1.05704,1.59665,1.69988,1.68466,1.72631,-0.8,-0.69,0.69,77.15608,1.05704,,,,203
"Active Sites on Heterogeneous Single-Iron_x005f_x005f_x005f_x005f_x005f_x005f_x005f_x005f_x005f_x0002_Atom Electrocatalysts in CO2 Reduction
Reaction",10.1021/acsenergylett.9b01015,Fe-N-C,Fe,55.845,26,7.83,1.83,14.57,6,125,none,ZIF-derived,1,0,0,0,0,0,0,1.89,0,4.5,4,,,36.53056966,17.15239619,46.31703415,0,,1090,0,1000,1,5,CO,KHCO3,0,0.5,0.459,nafion 117,177.8,glassy carbon,0,0.78539,,7.3,21.1722,83.60501,92.7576,94.78858,86.53278,77.27469,52.16441,27.05413,,,,0.139601018,1.902615934,10.55690942,26.46676304,39.54703805,49.78389448,44.75049628,,,,,-0.5,-0.39,0.39,94.78858,26.46676304,,,,
"Advanced Ni-Nx-C single-site catalysts for CO2 electroreduction 
to CO based on hierarchical carbon nanocages and S-doping",10.1007/s12274-020-2928-0,Ni@N-hCNCs,Ni,58.693,28,7.61,1.91,111.54,8,121,none,carbon nanocage,0,0,0,0,1,0,0,1.2,0,3.36385693,8,5.196838068,85.99201691,40.89333061,5.241688762,38.58861921,15.27636141,2.3,1066,1,900,2,5,CO,KHCO3,0,0.5,0.4,nafion 117,177.8,carbon paper,1,1,,7.3,,,1.16775,6.47837,30.58307,47.89432,54.54983,53.65324,46.85978,,,,,0.001,0.01413,0.17603,0.76811,2.02166,3.19194,4.47787,,,-0.8,-0.69,0.69,54.54983,2.02166,,,,
"Advanced Ni-Nx-C single-site catalysts for CO2 electroreduction 
to CO based on hierarchical carbon nanocages and S-doping",10.1007/s12274-020-2928-0,Ni-N-hCNCs,Ni,58.693,28,7.61,1.91,111.54,8,121,none,carbon nanocage,0,0,0,0,1,0,0,1.98,0,3.263535795,4,5.887035202,88.87083936,30.29908973,10.64319296,47.97439232,11.083325,2.41,1066,1,900,2,5,CO,KHCO3,0,0.5,0.4,nafion 117,177.8,carbon paper,1,1,,7.3,,,23.78962,65.92974,86.48253,92.24145,93.72428,91.65521,91.20691,,,,,0.03726,0.27317,2.21593,5.47238,8.92311,11.87889,13.80316,,,-0.8,-0.69,0.69,93.72428,8.92311,,,1530,
"Advanced Ni-Nx-C single-site catalysts for CO2 electroreduction 
to CO based on hierarchical carbon nanocages and S-doping",10.1007/s12274-020-2928-0,Ni-SN-hCNCs,Ni,58.693,28,7.61,1.91,111.54,8,121,none,carbon nanocage,0,0,0,0,1,0,0,1.58,0,3.708867819,4,3.188871756,91.53243004,30.97460792,10.660941,47.06870799,11.29574309,2.94,1171,1,900,2,5,CO,KHCO3,0,0.5,0.4,nafion 117,177.8,carbon paper,1,1,,7.3,,,39.68506,73.84585,89.836,93.40405,95.51846,92.67723,90.26549,,,,,0.19138,0.71636,3.59762,9.69589,15.00669,17.44233,19.06609,,,-0.8,-0.69,0.69,95.51846,15.00669,,,2650,
"Bifunctional Nitrogen and Cobalt Codoped Hollow Carbon 
for Electrochemical Syngas Production",10.1002/advs.201800177,Co-HNC,Co,58.93,27,7.81,1.88,63.87,7,126,none,ZIF-derived core shell,1,0,0,0,0,0,0,4,0,4.324409948,2,5.702518612,86.298115,43.53562005,29.84462035,26.6197596,0,1,842,1,900,2,5,CO,KHCO3,0,0.1,0.5,not mentioned,177.8,carbon paper,1,1,5,6.8,,,73.24352,82.41885,94.13839,98.79372,99.14558,99.49743,98.90198,,,,,0.294109355,1.250978031,3.010122089,5.296696866,7.73805474,10.52698729,13.256317,,,-0.9,-0.79,0.79,99.49743,10.52698729,,,,
"Boosting CO2 reduction on Fe-N-C with sulfur incorporation: Synergistic 
electronic and structural engineering",10.1016/j.nanoen.2019.104384,Fe-N-C,Fe,55.845,26,7.83,1.83,14.57,6,125,none,polymer derived,0,0,0,1,0,0,0,2.6,0,3.825766306,4,,95.31491785,25,19,44,12,1.08,639,1,900,3,,CO,KHCO3,0,0.1,0.2,nafion 115,127,carbon paper,1,1,,6.8,,25.86077,62.10597,81.89031,87.58194,72.59086,49.95249,27.91828,,,,,0.08965,0.10795,0.25745,0.69912,1.03713,1.2254,1.36862,,,,-0.6,-0.49,0.49,88.27,0.69912,,,114,
"Boosting CO2 reduction on Fe-N-C with sulfur incorporation: Synergistic 
electronic and structural engineering",10.1016/j.nanoen.2019.104384,Fe-NS-C,Fe,55.845,26,7.83,1.83,14.57,6,125,none,polymer derived,0,0,0,1,0,0,0,1.82,0,4.606459434,5,,94.74067019,28,11,50,11,1.22,1353,1,900,3,,CO,KHCO3,0,0.1,0.2,nafion 115,127,carbon paper,1,1,,6.8,,61.83738,86.40545,96.91968,97.49405,91.51817,79.90145,62.21028,,,,,0.16515,0.54294,1.92658,4.39104,6.82965,8.82369,10.34828,,,,-0.58,-0.47,0.47,98.34,4.39104,,,101,
"Boosting CO2 reduction on Fe-N-C with sulfur incorporation: Synergistic 
electronic and structural engineering",10.1016/j.nanoen.2019.104384,Fe-NS-C,Fe,55.845,26,7.83,1.83,14.57,6,125,none,polymer derived,0,0,0,1,0,0,0,1.82,0,4.606459434,5,,94.74067019,28,11,50,11,1.22,1353,1,900,3,,CO,KHCO3,0,0.1,1,nafion 115,127,carbon paper,1,1,,6.8,,57.92594,83.6461,91.9086,97.06987,91.9086,83.86793,68.70157,,,,,0.25465,1.05726,3.31249,7.48291,11.94648,15.73279,18.27795,,,,-0.58,-0.47,0.47,97.65,7.48291,,,101,
"Boosting CO2 reduction on Fe-N-C with sulfur incorporation: Synergistic 
electronic and structural engineering",10.1016/j.nanoen.2019.104384,Fe-NS-C,Fe,55.845,26,7.83,1.83,14.57,6,125,none,polymer derived,0,0,0,1,0,0,0,1.82,0,4.606459434,5,,94.74067019,28,11,50,11,1.22,1353,1,900,3,,CO,KHCO3,0,0.5,0.5,nafion 115,127,carbon paper,1,1,,7.3,,57.02378,84.1961,90.94118,91.53402,77.24595,54.43829,31.79327,,,,,0.25795,1.556,5.34448,10.54628,13.49486,13.51769,12.45635,,,,-0.56,-0.45,0.45,95.06,9,,,101,
"Boosting CO2 reduction on Fe-N-C with sulfur incorporation: Synergistic 
electronic and structural engineering",10.1016/j.nanoen.2019.104384,Fe-NS-C,Fe,55.845,26,7.83,1.83,14.57,6,125,none,polymer derived,0,0,0,1,0,0,0,1.82,0,4.606459434,5,,94.74067019,28,11,50,11,1.22,1353,1,900,3,,CO,KHCO3,0,0.5,1,nafion 115,127,carbon paper,1,1,,7.3,,53.34054,79.61122,90.27684,87.4817,73.20694,57.52061,35.24631,,,,,0.52662,2.70639,7.78883,14.19217,18.33956,17.75135,16.42303,,,,-0.58,-0.47,0.47,93.36,13.01,,,101,
"Boosting CO2 reduction on Fe-N-C with sulfur incorporation: Synergistic 
electronic and structural engineering",10.1016/j.nanoen.2019.104384,Fe-NS-C,Fe,55.845,26,7.83,1.83,14.57,6,125,none,polymer derived,0,0,0,1,0,0,0,1.82,0,4.606459434,5,,94.74067019,28,11,50,11,1.22,1353,1,900,3,,CO,KHCO3,0,1,1,nafion 115,127,carbon paper,1,1,,8.8,,54.59136,75.53354,82.73989,70.18732,46.94028,26.47839,10.57537,,,,,0.84611,4.04352,10.0458,14.49934,15.06495,13.7744,10.38007,,,,-0.52,-0.41,0.41,83.95,11.44008,,,101,
"Carbon nanotubes with rich pyridinic nitrogen for gas phase CO2
electroreduction",10.1016/j.apcatb.2019.03.041,NCNT-Ar,none,0,0,0,0,0,0,0,none,carbon nanotube,0,0,0,0,1,0,0,0,0,2.51,0,,,53.3,33.4,13.3,0,0.729,,0,700,3,5,CO,KHCO3,0,0.5,0.3537,not mentioned,177.8,glassy carbon,0,5,,7.3,,,32.26287,69.80006,92.55064,95.18839,91.18104,92.98181,79.59016,57.37221,34.87526,,,0.06595,0.24575,2.91005,8.11604,12.02259,17.62905,20.38324,19.09196,15.7575,-0.9,-0.79,0.79,92.98181,17.62905,,,,92
"Carbon nanotubes with rich pyridinic nitrogen for gas phase CO2
electroreduction",10.1016/j.apcatb.2019.03.041,NCNT-NH3,none,0,0,0,0,0,0,0,none,carbon nanotube,0,0,0,0,1,0,0,0,0,2.54,0,,,62.3,21.6,16.1,0,0.744,,0,700,3,5,CO,KHCO3,0,0.5,0.3537,not mentioned,177.8,glassy carbon,0,5,,7.3,,,61.65855,81.39093,95.59419,96,94.75722,94.22459,83.44533,58.05701,42.76,,,,0.95011,4.05534,9.83199,13.1313,20.14091,22.3785,,,-0.7,-0.59,0.59,96,9.83199,,,,100
"Carbon nanotubes with rich pyridinic nitrogen for gas phase CO2
electroreduction",10.1016/j.apcatb.2019.03.041,NCNT-NH3-500,none,0,0,0,0,0,0,0,none,carbon nanotube,0,0,0,0,1,0,0,0,0,2.05,0,,,58.7,33.9,7.4,0,0.744,,0,500,3,5,CO,KHCO3,0,0.5,0.3537,not mentioned,177.8,glassy carbon,0,5,,7.3,,,,80.03214,94.13549,94.58778,94.13549,87.6389,71.10962,,,,,,0.45921,2.87946,7.53731,10.26581,12.12667,13.18838,,,-0.7,-0.59,0.59,94.58778,7.53731,,,,
"Carbon nanotubes with rich pyridinic nitrogen for gas phase CO2
electroreduction",10.1016/j.apcatb.2019.03.041,NCNT-NH3-300,none,0,0,0,0,0,0,0,none,carbon nanotube,0,0,0,0,1,0,0,0,0,0.98,0,,,79.6,20.4,0,0,0.744,,0,300,3,5,CO,KHCO3,0,0.5,0.3537,not mentioned,177.8,glassy carbon,0,5,,7.3,,,,76.9072,92.36743,98.41172,98.61731,94.83449,88.54349,,,,,,0.13955,0.58479,3.06212,7.10349,7.5944,7.78,,,-0.8,-0.69,0.69,98.61731,7.10349,,,,
"Efficient CO2 Electroreduction by Highly Dense and Active 
Pyridinic Nitrogen on Holey Carbon Layers with Fluorine 
Engineering",10.1021/acscatal.9b00016,N-C-950,none,0,0,0,0,0,0,0,none,sucrose/dicyandiamide derived carbon,0,0,0,0,0,0,1,0,0,10.8,0,,,40,0,52,7.6,,144,0,950,1,3,CO,KHCO3,0,0.1,0.5,nafion 115,127,carbon paper,1,1,,6.8,,,,16.10906,28.16391,40.90342,64.15731,46.33177,33.22548,,,,,,0.0439,0.14296,0.47241,1.81324,2.48826,2.61267,,,-0.8,-0.69,0.69,64.15731,1.81324,,,,188
"Efficient CO2 Electroreduction by Highly Dense and Active 
Pyridinic Nitrogen on Holey Carbon Layers with Fluorine 
Engineering",10.1021/acscatal.9b00016,NF-C-850,none,0,0,0,0,0,0,0,none,sucrose/dicyandiamide derived carbon,0,0,0,0,0,0,1,0,0,21.4,0,,,61,0,34,5,,144,0,850,1,3,CO,KHCO3,0,0.1,0.5,nafion 115,127,carbon paper,1,1,,6.8,,8.23551,25.0096,47.01643,69.39004,63.10587,51.22218,43.34863,34.79041,,,,0.0439,0.17637,0.66939,1.6082,2.33275,2.79352,3.32801,3.65746,,,-0.6,-0.49,0.49,69.39004,1.6082,,,,137
"Efficient CO2 Electroreduction by Highly Dense and Active 
Pyridinic Nitrogen on Holey Carbon Layers with Fluorine 
Engineering",10.1021/acscatal.9b00016,NF-C-950,none,0,0,0,0,0,0,0,none,sucrose/dicyandiamide derived carbon,0,0,0,0,0,0,1,0,0,14.1,0,,,72,0,23,5,,197,0,950,1,3,CO,KHCO3,0,0.1,0.5,nafion 115,127,carbon paper,1,1,,6.8,,18.01632,38.11589,62.73909,90.54105,80.05113,68.50977,48.60581,36.55096,,,,0.0439,0.11877,0.57147,1.92037,2.83384,3.5918,3.41901,3.37754,,,-0.6,-0.49,0.49,90.54105,1.92037,,,,119
"Efficient CO2 Electroreduction by Highly Dense and Active 
Pyridinic Nitrogen on Holey Carbon Layers with Fluorine 
Engineering",10.1021/acscatal.9b00016,NF-C-1050,none,0,0,0,0,0,0,0,none,sucrose/dicyandiamide derived carbon,0,0,0,0,0,0,1,0,0,7.7,0,,,60,0,34,6,,189,0,1050,1,3,CO,KHCO3,0,0.1,0.5,nafion 115,127,carbon paper,1,1,,6.8,,9.28694,32.00288,63.98614,80.56462,65.01313,56.62608,48.94814,43.54424,,,,0.05196,0.20056,0.66132,1.63239,2.33275,2.79352,3.32801,3.66552,,,-0.6,-0.49,0.49,80.56462,1.63239,,,,122
"Efficient electrocatalytic CO2 reduction to CO
with high selectivity using a N-doped carbonized
wood membrane",10.1039/d0nj00538j,N-CWM,none,0,0,0,0,0,0,0,none,wood derived,0,0,0,0,0,0,1,0,0,4.07,0,,,13.3,71.2,13.5,2.1,1.06,877.44,1,1000,6,5,CO,KHCO3,0,0.1,,nafion 115,127,carbon paper,1,,,6.8,,,55.77089,60.53174,61.4532,77.73223,64.37114,32.73452,,,,,,,0.34955,0.5464,1.58871,1.72959,,,,,-0.7,-0.59,0.59,77.73223,1.58871,,,,144
"Efficient Electrocatalytic Reduction of CO2 by Nitrogen-Doped
Nanoporous Carbon/Carbon Nanotube Membranes: A Step Towards
the Electrochemical CO2 Refinery",10.1002/anie.201703720,HNCM/CNT,none,0,0,0,0,0,0,0,none,carbon nanotube,0,0,0,0,1,0,0,0,0,8.26,0,,,41.8,0,58.2,0,0.91,546,0,900,,,CO,KHCO3,0,0.1,5,not mentioned,177.8,carbon paper,1,1,,6.8,,,,24.42969,38.51032,52.59095,81.36064,66.87439,52.99657,,,,,,,0.94755,1.69766,3.04013,5.35574,9.58945,,,-0.8,-0.69,0.69,81.36064,3.04013,,,,138
"Efficient Electrocatalytic Reduction of CO2 by Nitrogen-Doped
Nanoporous Carbon/Carbon Nanotube Membranes: A Step Towards
the Electrochemical CO2 Refinery",10.1002/anie.201703720,HNCM,none,0,0,0,0,0,0,0,none,carbon nanotube,0,0,0,0,1,0,0,0,0,8.67,0,,,9.2,5.9,84.9,0,0.74,418,0,900,,,CO,KHCO3,0,0.1,5,not mentioned,177.8,carbon paper,1,1,,6.8,,,,8.69763,17.18657,25.67551,41.20476,33.52705,26.68955,,,,,,,3.23912,4.63729,6.81932,9.73405,14.14005,,,-0.8,-0.69,0.69,41.20476,6.81932,,,,156
"Efficient Electrochemical Reduction of CO2 by Ni?N Catalysts with
Tunable Performance",10.1021/acssuschemeng.9b03502,Ni/NC_PAN_950,Ni,58.693,28,7.61,1.91,111.54,8,121,none,polymer derived,0,0,0,1,0,0,0,1,0,5.25,4,,,35.19054311,31.24741671,25.75845251,7.803587666,,,0,950,2,5,CO,KHCO3,0,0.1,1,nafion 117,177.8,carbon paper,1,1,,6.8,,,,68.045115,77.11541,86.185705,95.256,96.09237,94.41963,89.17068,83.92173,,,,,0.51281,3.06523,5.61765,9.5927,10.30712,11.52414,12.74116,-0.9,-0.79,0.79,96.09237,10.30712,,,3726,156
"Efficient Electrochemical Reduction of CO2 by Ni?N Catalysts with
Tunable Performance",10.1021/acssuschemeng.9b03502,Ni/NC_PANI_950,Ni,58.693,28,7.61,1.91,111.54,8,121,none,polymer derived,0,0,0,1,0,0,0,1,0,3.87,4,,,31.5281963,27.20619888,29.94403788,11.32156694,,,0,950,2,5,CO,KHCO3,0,0.1,1,nafion 117,177.8,carbon paper,1,1,,6.8,,,,58.383595,67.65577,76.927945,86.20012,88.88228,90.92994,82.479715,74.02949,,,,,0.18467,0.85341,1.52215,3.62805,5.46812,6.047555,6.62699,-1,-0.89,0.89,90.92994,3.62805,,,1477,195
"Efficient Electrochemical Reduction of CO2 by Ni?N Catalysts with
Tunable Performance",10.1021/acssuschemeng.9b03502,Ni/NC_PPy_950,Ni,58.693,28,7.61,1.91,111.54,8,121,none,polymer derived,0,0,0,1,0,0,0,1,0,1.35,4,,,49.05959665,20.31497847,21.07409925,9.551325629,,,0,950,2,5,CO,KHCO3,0,0.1,1,nafion 117,177.8,carbon paper,1,1,,6.8,,,,35.08057,49.91894,64.75731,79.59568,85.56564,79.79756,60.11401,40.43046,,,,,0.2179,0.705955,1.19401,2.61871,3.39129,3.45152,3.51175,-0.9,-0.79,0.79,85.56564,3.39129,,,382,143
"Electrochemical Reduction of CO2
to CO by N,S
Dual-Doped Carbon Nanoweb Catalysts",10.1002/cssc.201903117,NC,none,0,0,0,0,0,0,0,none,carbon nanofiber,0,0,0,0,1,0,0,0,0,9.13,0,,,27.4,45.3,11.1,16.2,0.48,113,0,800,1,,CO,KHCO3,0,0.1,2,nafion 117,177.8,carbon paper,1,2,,6.8,,1.52975,4.49763,12.08222,21.11777,39.25482,30.74689,22.23896,,,,0.01,0.01,0.08733,0.24942,0.73347,0.73347,0.89556,,,,,-0.7,-0.59,0.59,39.25482,0.73347,,,,155
"Electrochemical Reduction of CO2
to CO by N,S
Dual-Doped Carbon Nanoweb Catalysts",10.1002/cssc.201903117,NCNW,none,0,0,0,0,0,0,0,none,carbon nanofiber,0,0,0,0,1,0,0,0,0,9.52,0,,,25.1,47.5,11.4,16,0.47,246,0,800,1,,CO,KHCO3,0,0.1,2,nafion 117,177.8,carbon paper,1,2,,6.8,,2.81583,15.21498,33.71477,50.33491,59.04069,47.56488,36.08907,,,,0.01,0.03626,0.11176,0.60913,1.75485,2.38989,2.31439,,,,,-0.7,-0.59,0.59,59.04069,2.38989,,,,131
"Electrochemical Reduction of CO2
to CO by N,S
Dual-Doped Carbon Nanoweb Catalysts",10.1002/cssc.201903117,NSCNW-1,none,0,0,0,0,0,0,0,none,carbon nanofiber,0,0,0,0,1,0,0,0,0,9.28,0,,,26.5,47.2,11.2,15.1,0.5,248,0,800,1,,CO,KHCO3,0,0.1,2,nafion 117,177.8,carbon paper,1,2,,6.8,4.66251,20.02954,35.56145,58.28223,70.68138,63.45954,54.58887,45.7182,,,,0.01,0.11176,0.74679,2.17895,3.74655,3.80872,3.80872,,,,,-0.6,-0.49,0.49,70.68138,3.74655,,,,108
"Electrochemical Reduction of CO2
to CO by N,S
Dual-Doped Carbon Nanoweb Catalysts",10.1002/cssc.201903117,NSCNW-2,none,0,0,0,0,0,0,0,none,carbon nanofiber,0,0,0,0,1,0,0,0,0,9.33,0,,,27.1,46.1,11.3,15.5,0.52,241,0,800,1,,CO,KHCO3,0,0.1,2,nafion 117,177.8,carbon paper,1,2,,6.8,6.5092,30.94475,59.04069,77.34262,85.65269,74.37474,67.91136,61.44798,,,,0.01,0.36044,2.00354,3.46012,5.16539,5.09212,5.11654,,,,,-0.6,-0.49,0.49,85.65269,5.16539,,,,97
"Electrochemical Reduction of CO2
to CO by N,S
Dual-Doped Carbon Nanoweb Catalysts",10.1002/cssc.201903117,NSCNW-3,none,0,0,0,0,0,0,0,none,carbon nanofiber,0,0,0,0,1,0,0,0,0,9.27,0,,,27.3,45.2,11.9,15.6,0.55,249,0,800,1,,CO,KHCO3,0,0.1,2,nafion 117,177.8,carbon paper,1,2,,6.8,10.03768,39.45268,69.03256,87.33449,93.99574,83.24541,77.14477,71.04413,,,,0.01,0.83339,2.55198,4.25724,5.97583,6.18677,6.38661,,,,,-0.6,-0.49,0.49,93.99574,5.97583,,,,93
"Electrochemical Reduction of CO2
to CO by N,S
Dual-Doped Carbon Nanoweb Catalysts",10.1002/cssc.201903117,NSCNW-4,none,0,0,0,0,0,0,0,none,carbon nanofiber,0,0,0,0,1,0,0,0,0,9.61,0,,,27.5,45.4,11.8,15.3,0.58,255,0,800,1,,CO,KHCO3,0,0.1,2,nafion 117,177.8,carbon paper,1,2,,6.8,6.90491,24.64625,51.81885,65.70194,78.26597,69.03256,64.02014,59.00772,,,,0.01,0.22278,1.444,2.663,4.35716,4.33274,4.65692,,,,,-0.6,-0.49,0.49,78.26597,4.35716,,,,101
"Electroreduction of CO2 on Single-Site Copper-Nitrogen-Doped
Carbon Material: Selective Formation of Ethanol and Reversible
Restructuration of the Metal Sites",10.1002/anie.201907994,Cu0.5NC,Cu,63.546,29,7.69,1.9,119.16,10,138,none,ZIF-derived,1,0,0,0,0,0,0,1.4,0,,4,,,46.83293657,36.57863706,9.789307407,6.799118962,,,0,1050,1,5,CO,LiHCO3,0,0.1,2,not mentioned,177.8,carbon paper,1,1,,7.2,,,,10.40113,30.54446,37.20657,50.28404,30.54446,20.85413,,,,,,,,,,,,,,-0.8,-0.69,0.69,50.28404,,,,,175
"Electroreduction of CO2 on Single-Site Copper-Nitrogen-Doped
Carbon Material: Selective Formation of Ethanol and Reversible
Restructuration of the Metal Sites",10.1002/anie.201907994,Cu0.5NC,Cu,63.546,29,7.69,1.9,119.16,10,138,none,ZIF-derived,1,0,0,0,0,0,0,1.4,0,,4,,,46.83293657,36.57863706,9.789307407,6.799118962,,,0,1050,1,5,CO,NaHCO3,0,0.1,2,not mentioned,177.8,carbon paper,1,1,,6.8,,,,24.86934,50.91211,60.33327,36.69065,28.6378,25.632,,,,,,,,,,,,,,-0.7,-0.59,0.59,60.33327,,,,,175
"Electroreduction of CO2 on Single-Site Copper-Nitrogen-Doped
Carbon Material: Selective Formation of Ethanol and Reversible
Restructuration of the Metal Sites",10.1002/anie.201907994,Cu0.5NC,Cu,63.546,29,7.69,1.9,119.16,10,138,none,ZIF-derived,1,0,0,0,0,0,0,1.4,0,,4,,,46.83293657,36.57863706,9.789307407,6.799118962,,,0,1050,1,5,CO,KHCO3,0,0.1,2,not mentioned,177.8,carbon paper,1,1,,6.8,,,,53.28984,67.5113,61.47727,40.45911,32.15952,26.88816,,,,,,,,,,,,,,-0.6,-0.49,0.49,67.5113,,,,,175
"Electroreduction of CO2 on Single-Site Copper-Nitrogen-Doped
Carbon Material: Selective Formation of Ethanol and Reversible
Restructuration of the Metal Sites",10.1002/anie.201907994,Cu0.5NC,Cu,63.546,29,7.69,1.9,119.16,10,138,none,ZIF-derived,1,0,0,0,0,0,0,1.4,0,,4,,,46.83293657,36.57863706,9.789307407,6.799118962,,,0,1050,1,5,CO,CsHCO3,0,0.1,2,not mentioned,177.8,carbon paper,1,1,,6.8,,,,46.51557,76.95489,73.92666,51.29345,37.56547,30.79121,,,,,,,,,,,,,,-0.6,-0.49,0.49,76.95489,,,,,175
"Enhanced N-doping in mesoporous carbon for efficient electrocatalytic
CO2 conversion",10.1007/s12274-019-2396-6,MNC,none,0,0,0,0,0,0,0,none,ZIF-derived,1,0,0,0,0,0,0,0,0,11.8797625,0,4.93116112,83.18907638,46.8486813,30.20721968,22.94409901,0,1.04,475,1,900,3,5,CO,KHCO3,0,0.1,0.4,not mentioned,177.8,carbon paper,1,1,,6.8,,,,0.01,15.89084,35.16765,37.63007,10.49363,9.15806,,,,,,,1.17944,2.7801,3.31471,1.12281,1.1953,,,-0.79,-0.68,0.68,40.44,4.4381,,,,359
